m,lam,Jstar,Jsize,j0,S,binJ,binsize,box_in_bin
12,8|4|3|3|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|4|3|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,8|4|2|2|2|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,8|4|2|2|2|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|4|2|2|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|3|3|3|3|2|2,0|4,2,0,2,0,1,False
12,8|3|3|3|2|2|1|1|1,0|2,2,0,1,0,1,False
12,8|3|3|3|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|3|3|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,8|3|3|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,8|3|3|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,8|3|2|2|2|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
12,8|2|2|2|2|2|2|2|1|1,0|4,2,0,2,0,1,False
12,8|2|2|2|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,8|2|2|2|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|7|7|1|1|1,0|2,2,0,1,0,1,False
12,7|7|6|2|2,0|4,2,0,2,0,1,False
12,7|7|5|5,0|4,2,0,2,0,1,False
12,7|7|5|3|2,0|4,2,0,2,0,1,False
12,7|7|5|2|2|1,0|4,2,0,2,0,1,False
12,7|7|5|2|1|1|1,3|5,2,3,1,0,1,False
12,7|7|5|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|7|4|4|2,0|2|4|6,4,0,1|2,0,1,False
12,7|7|4|4|1|1,0|2,2,0,1,0,1,False
12,7|7|4|3|3,0|4,2,0,2,0,1,False
12,7|7|4|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,7|7|4|2|2|1|1,0|4,2,0,2,0,1,False
12,7|7|4|2|1|1|1|1,0|4,2,0,2,0,1,False
12,7|7|4|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,7|7|3|3|2|2,0|2,2,0,1,0,1,False
12,7|7|3|2|2|1|1|1,0|4,2,0,2,0,1,False
12,7|7|3|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,7|7|2|2|2|2|1|1,0|4,2,0,2,0,1,False
12,7|7|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,7|7|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|6|6|3|1|1,0|4,2,0,2,0,1,False
12,7|6|6|2|1|1|1,3|5,2,3,1,0,1,False
12,7|6|5|3|3,3|5,2,3,1,0,1,False
12,7|6|5|3|1|1|1,3|5,2,3,1,0,1,False
12,7|6|5|2|2|1|1,3|5,2,3,1,0,1,False
12,7|6|5|2|1|1|1|1,3|5,2,3,1,0,1,False
12,7|6|4|4|2|1,0|2,2,0,1,0,1,False
12,7|6|4|3|2|2,0|2,2,0,1,0,1,False
12,7|6|4|2|2|1|1|1,0|4,2,0,2,0,1,False
12,7|6|4|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,7|6|3|3|3|1|1,3|5,2,3,1,0,1,False
12,7|6|2|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|5|5|5|2,0|4,2,0,2,0,1,False
12,7|5|5|4|3,3|5,2,3,1,0,1,False
12,7|5|5|4|1|1|1,3|5,2,3,1,0,1,False
12,7|5|5|3|3|1,0|2|4|6,4,0,1|2,0,1,False
12,7|5|5|3|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,7|5|5|3|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,7|5|5|2|2|2|1,3|5,2,3,1,0,1,False
12,7|5|5|2|2|1|1|1,0|2|8|10,4,0,1|3,0,1,False
12,7|5|5|2|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|5|4|4|2|2,0|2,2,0,1,0,1,False
12,7|5|4|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
12,7|5|4|3|2|1|1|1,5|7,2,5,1,0,1,False
12,7|5|4|2|2|2|1|1,0|4,2,0,2,0,1,False
12,7|5|4|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,7|5|3|3|3|2|1,3|5,2,3,1,0,1,False
12,7|5|3|3|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,7|5|3|3|2|2|2,0|4,2,0,2,0,1,False
12,7|5|3|3|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|5|3|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|5|2|2|2|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,7|5|2|2|2|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,7|5|2|2|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,7|4|4|4|3|1|1,3|5,2,3,1,0,1,False
12,7|4|4|4|2|1|1|1,0|4,2,0,2,0,1,False
12,7|4|4|3|3|3,0|4,2,0,2,0,1,False
12,7|4|4|3|3|2|1,3|5,2,3,1,0,1,False
12,7|4|4|3|3|1|1|1,0|2|8|10,4,0,1|3,0,1,False
12,7|4|4|3|2|2|1|1,0|4,2,0,2,0,1,False
12,7|4|4|3|2|1|1|1|1,0|4,2,0,2,0,1,False
12,7|4|4|2|2|2|2|1,0|4,2,0,2,0,1,False
12,7|4|4|2|2|2|1|1|1,3|11,2,3,3,0,1,False
12,7|4|4|2|2|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|4|4|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|4|4|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|4|3|3|3|3|1,3|5,2,3,1,0,1,False
12,7|4|3|3|3|2|2,3|5,2,3,1,0,1,False
12,7|4|3|3|3|2|1|1,3|5,2,3,1,0,1,False
12,7|4|3|3|3|1|1|1|1,3|5,2,3,1,0,1,False
12,7|4|3|3|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|4|3|2|2|2|2|2,3|5,2,3,1,0,1,False
12,7|4|3|2|2|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|4|3|2|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|4|2|2|2|2|2|2|1,3|5,2,3,1,0,1,False
12,7|4|2|2|2|2|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|4|2|2|2|1|1|1|1|1|1|1,0|2|8|10,4,0,1|3,0,1,False
12,7|4|2|2|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|4|1|1|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,7|3|3|3|3|3|1|1,0|4,2,0,2,0,1,False
12,7|3|3|3|2|2|2|1|1,0|2,2,0,1,0,1,False
12,7|3|3|3|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,7|3|3|2|2|2|2|1|1|1,0|2,2,0,1,0,1,False
12,7|3|3|2|2|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|3|3|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,7|3|2|2|2|2|2|2|2,0|4,2,0,2,0,1,False
12,7|3|2|2|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|3|2|2|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,7|2|2|2|2|2|2|2|1|1|1,3|5,2,3,1,0,1,False
12,7|2|2|2|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,6|6|6|5|1,0|2,2,0,1,0,1,False
12,6|6|6|4|2,0|2,2,0,1,0,1,False
12,6|6|6|4|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|6|6|3|1|1|1,0|4,2,0,2,0,1,False
12,6|6|6|2|2|2,0|2,2,0,1,0,1,False
12,6|6|6|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|5|5|2,0|2|4|6,4,0,1|2,0,1,False
12,6|6|5|5|1|1,0|2,2,0,1,0,1,False
12,6|6|5|4|2|1,0|2,2,0,1,0,1,False
12,6|6|5|3|2|2,0|2,2,0,1,0,1,False
12,6|6|5|2|2|1|1|1,0|4,2,0,2,0,1,False
12,6|6|5|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|4|4|4,0|2,2,0,1,0,1,False
12,6|6|4|4|3|1,0|2,2,0,1,0,1,False
12,6|6|4|4|2|2,0|4|8|12,4,0,2|3,0,1,False
12,6|6|4|4|2|1|1,0|2,2,0,1,0,1,False
12,6|6|4|4|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|4|3|3|2,0|2,2,0,1,0,1,False
12,6|6|4|3|2|2|1,0|2,2,0,1,0,1,False
12,6|6|4|3|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|4|2|2|2|2,0|2,2,0,1,0,1,False
12,6|6|4|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|6|4|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|6|4|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|4|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|3|3|3|3,0|2,2,0,1,0,1,False
12,6|6|3|3|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,6|6|3|3|2|2|1|1,0|2,2,0,1,0,1,False
12,6|6|3|3|2|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|3|3|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|6|3|2|2|2|2|1,0|2,2,0,1,0,1,False
12,6|6|3|2|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
12,6|6|3|2|2|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|3|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,6|6|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|6|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|5|5|5|3,0|4,2,0,2,0,1,False
12,6|5|5|4|2|2,0|2,2,0,1,0,1,False
12,6|5|5|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|5|5|3|2|1|1|1,5|7,2,5,1,0,1,False
12,6|5|5|2|2|2|1|1,0|4,2,0,2,0,1,False
12,6|5|5|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,6|5|4|4|3|2,0|2,2,0,1,0,1,False
12,6|5|4|4|2|2|1,0|2,2,0,1,0,1,False
12,6|5|4|4|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|5|4|3|3|1|1|1,5|7,2,5,1,0,1,False
12,6|5|4|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|5|3|3|3|2|2,0|4,2,0,2,0,1,False
12,6|5|3|3|2|2|1|1|1,0|2,2,0,1,0,1,False
12,6|5|3|3|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,6|5|3|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,6|5|3|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,6|5|3|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|5|2|2|2|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
12,6|4|4|4|4|2,0|2,2,0,1,0,1,False
12,6|4|4|4|3|3,0|2|4|6,4,0,1|2,0,1,False
12,6|4|4|4|3|1|1|1,0|4,2,0,2,0,1,False
12,6|4|4|4|2|2|2,0|2,2,0,1,0,1,False
12,6|4|4|4|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|4|4|4|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|4|4|4|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|4|4|3|3|3|1,0|4,2,0,2,0,1,False
12,6|4|4|3|3|2|1|1,0|4,2,0,2,0,1,False
12,6|4|4|3|3|1|1|1|1,0|4,2,0,2,0,1,False
12,6|4|4|3|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|4|4|2|2|2|2|2,0|4,2,0,2,0,1,False
12,6|4|4|2|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|4|4|2|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|4|4|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,6|4|4|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,6|4|4|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|4|3|3|3|3|1|1,0|4,2,0,2,0,1,False
12,6|4|3|3|2|2|2|1|1,0|2,2,0,1,0,1,False
12,6|4|3|3|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,6|4|3|2|2|2|2|1|1|1,0|2,2,0,1,0,1,False
12,6|4|3|2|2|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,6|4|3|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|4|2|2|2|2|2|2|2,0|4,2,0,2,0,1,False
12,6|4|2|2|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,6|4|2|2|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,6|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,6|3|3|3|3|3|3,0|2,2,0,1,0,1,False
12,6|3|3|3|3|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|3|3|3|3|2|2|1|1,0|2,2,0,1,0,1,False
12,6|3|3|3|3|2|1|1|1|1,0|2,2,0,1,0,1,False
12,6|3|3|3|2|2|2|2|1,0|2,2,0,1,0,1,False
12,6|3|3|3|2|2|2|1|1|1,5|7|9|11,4,5,1|2,0,1,False
12,6|3|3|3|2|2|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|3|3|3|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|3|3|2|2|2|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,6|3|3|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,6|3|3|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,6|3|3|2|2|2|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|3|3|2|2|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|3|3|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|3|3|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|3|2|2|2|2|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,6|2|2|2|2|2|2|2|2|2,0|2,2,0,1,0,1,False
12,6|2|2|2|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|2|2|2|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,6|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|5|5|5|2|2,0|2,2,0,1,0,1,False
12,5|5|5|4|4|1,0|4,2,0,2,0,1,False
12,5|5|5|4|3|1|1,3|5,2,3,1,0,1,False
12,5|5|5|3|3|2|1,3|5,2,3,1,0,1,False
12,5|5|5|3|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|5|5|3|2|2|2,0|4,2,0,2,0,1,False
12,5|5|5|3|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|5|5|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,5|5|4|4|4|2,0|2|4|6,4,0,1|2,0,1,False
12,5|5|4|4|4|1|1,0|4,2,0,2,0,1,False
12,5|5|4|4|3|3,0|2,2,0,1,0,1,False
12,5|5|4|4|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,5|5|4|4|2|2|1|1,0|2,2,0,1,0,1,False
12,5|5|4|4|2|1|1|1|1,0|2,2,0,1,0,1,False
12,5|5|4|4|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|5|4|3|3|2|2,0|4,2,0,2,0,1,False
12,5|5|4|3|2|2|1|1|1,0|2,2,0,1,0,1,False
12,5|5|4|3|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|5|4|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,5|5|4|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,5|5|4|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|5|3|3|3|3|2,0|4,2,0,2,0,1,False
12,5|5|3|3|3|2|2|1,0|4,2,0,2,0,1,False
12,5|5|3|3|3|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|5|3|3|2|2|2|2,0|4,2,0,2,0,1,False
12,5|5|3|3|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|5|3|3|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|5|3|3|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|5|3|3|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|5|3|2|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|5|3|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|5|2|2|2|2|2|2|1|1,0|4,2,0,2,0,1,False
12,5|5|2|2|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,5|5|2|2|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|5|2|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|4|4|4|4|3,0|2,2,0,1,0,1,False
12,5|4|4|4|2|2|2|1,0|2,2,0,1,0,1,False
12,5|4|4|4|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
12,5|4|4|4|2|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|4|4|3|3|3|1|1,0|4,2,0,2,0,1,False
12,5|4|4|3|2|2|2|1|1,0|2,2,0,1,0,1,False
12,5|4|4|3|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,5|4|4|2|2|2|2|1|1|1,0|2,2,0,1,0,1,False
12,5|4|4|2|2|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,5|4|4|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|4|3|3|3|2|2|2,3|5,2,3,1,0,1,False
12,5|4|3|3|3|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,5|4|3|3|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|4|2|2|2|2|2|2|1|1|1,3|5,2,3,1,0,1,False
12,5|4|2|2|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,5|3|3|3|3|3|3|1,0|2,2,0,1,0,1,False
12,5|3|3|3|3|3|2|1|1,0|2,2,0,1,0,1,False
12,5|3|3|3|3|3|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|3|3|3|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|3|3|3|2|2|2|2|2,0|2,2,0,1,0,1,False
12,5|3|3|3|2|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|3|3|3|2|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|3|3|3|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|3|3|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|3|3|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|3|3|2|2|2|2|2|2|1,0|2,2,0,1,0,1,False
12,5|3|3|2|2|2|2|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|3|2|2|2|1|1|1|1|1|1|1,3|5|7|9,4,3,1|2,0,1,False
12,5|3|3|2|2|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|2|2|2|2|2|2|2|2,0|2,2,0,1,0,1,False
12,5|3|2|2|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|2|2|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,5|2|2|2|2|2|2|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,4|4|4|4|4|2|2,0|4,2,0,2,0,1,False
12,4|4|4|4|3|3|1|1,0|4,2,0,2,0,1,False
12,4|4|4|4|2|2|2|1|1,0|2,2,0,1,0,1,False
12,4|4|4|4|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,4|4|4|3|3|3|2|1,5|7,2,5,1,0,1,False
12,4|4|4|3|3|3|1|1|1,0|4,2,0,2,0,1,False
12,4|4|4|3|3|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,4|4|4|3|3|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,4|4|4|3|2|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
12,4|4|4|2|2|2|2|2|2,0|4,2,0,2,0,1,False
12,4|4|4|2|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,4|4|4|2|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,4|4|3|3|3|3|2|2,0|2|4|6,4,0,1|2,0,1,False
12,4|4|3|3|3|2|2|2|1,3|5,2,3,1,0,1,False
12,4|4|3|3|3|2|2|1|1|1,0|4,2,0,2,0,1,False
12,4|4|3|3|3|2|1|1|1|1|1,3|5,2,3,1,0,1,False
12,4|4|3|3|3|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,4|4|3|3|2|2|2|2|1|1,0|4,2,0,2,0,1,False
12,4|4|3|3|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,4|4|3|3|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,4|4|3|2|2|2|2|2|1|1|1,3|5,2,3,1,0,1,False
12,4|4|3|2|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,4|4|2|2|2|2|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,4|4|2|2|2|2|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,4|4|2|2|2|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,4|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,4|3|3|3|3|3|3|1|1,0|2,2,0,1,0,1,False
12,4|3|3|3|3|2|2|2|1|1,0|4,2,0,2,0,1,False
12,4|3|3|3|3|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,4|3|3|3|2|2|2|2|1|1|1,0|4,2,0,2,0,1,False
12,4|3|3|3|2|2|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,4|3|3|3|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,4|3|3|2|2|2|2|2|2|2,0|2,2,0,1,0,1,False
12,4|3|3|2|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,4|3|3|2|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,4|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,4|3|2|2|2|2|2|2|2|1|1|1,5|7,2,5,1,0,1,False
12,4|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
12,4|2|2|2|2|2|2|2|2|2|2,0|4,2,0,2,0,1,False
12,4|2|2|2|2|2|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,4|2|2|2|2|2|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,4|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,3|3|3|3|3|3|3|1|1|1,0|2,2,0,1,0,1,False
12,3|3|3|3|3|3|2|2|2,0|4,2,0,2,0,1,False
12,3|3|3|3|3|3|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,3|3|3|3|3|2|2|2|1|1|1,3|5,2,3,1,0,1,False
12,3|3|3|3|2|2|2|2|2|2,0|2,2,0,1,0,1,False
12,3|3|3|3|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,3|3|3|3|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,3|3|3|2|2|2|2|2|2|1|1|1,0|4,2,0,2,0,1,False
12,3|3|3|2|2|2|2|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,3|3|3|2|2|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,3|3|2|2|2|2|2|2|2|2|1|1,0|4,2,0,2,0,1,False
12,3|3|2|2|2|2|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,3|3|2|2|2|2|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,3|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,3|2|2|2|2|2|2|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,2|2|2|2|2|2|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,2|2|2|2|2|2|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
